@relation caracteristicas

@attribute marrom_cabelo_edna real
@attribute verde_colete_edna real
@attribute azul_saia_edna real
@attribute azul_cabelo_milhouse real
@attribute violeta_camisa_milhouse real
@attribute vermelho_short_milhouse real
@attribute classe {Edna, Milhouse}

@data
1.7409806910569106,1.8095782520325203,11.859756097560975,0.0,0.0,0.0,Edna
9.804280598958332,12.294514973958332,0.1068115234375,0.091552734375,0.0,0.0,Edna
6.969341690042076,2.1772002103786816,0.009313639551192146,0.8667163394109396,0.0,0.0,Edna
30.66354716358839,0.5637780343007915,0.0,0.13192612137203166,0.006184036939313985,0.0,Edna
3.961906332453826,4.235034630606861,0.0,5.631596306068602,0.0020613456464379947,0.0,Edna
2.332412598944591,3.280631596306069,5.145118733509235,1.4841688654353562,0.18345976253298155,0.0,Edna
2.1448301451187333,3.1435521108179416,5.004947229551451,1.501690303430079,0.1628463060686016,0.0,Edna
1.6356777704485488,4.452506596306069,0.0,0.4741094986807388,0.0,0.0,Edna
2.747773746701847,2.7910620052770447,3.681563324538258,0.42360653034300794,0.0,0.0,Edna
3.2682635224274406,3.6022015171503954,3.624876319261214,0.399901055408971,0.0,0.0,Edna
3.7011461081794192,7.658929749340369,3.2064231530343013,5.048235488126649,0.21747196569920843,0.0,Edna
6.564355211081795,3.800090699208443,0.0,1.7016408311345648,0.0020613456464379947,0.0,Edna
17.26593875502008,16.18113077309237,11.112418423694779,0.0,0.0,0.0,Edna
3.6959927440633247,6.7560603562005275,3.4981035620052774,0.010306728232189973,0.0,0.0,Edna
6.606770833333334,3.3326822916666665,0.025065104166666664,0.5247395833333333,0.0029296875,0.0166015625,Edna
9.303385416666666,6.598958333333334,0.05013020833333333,6.510416666666667E-4,0.001953125,0.033203125,Edna
1.9140625000000002,0.0,0.0,0.0,0.002604166666666667,0.044921875,Edna
12.337922494172494,0.002276369463869464,0.12337922494172494,0.0013658216783216783,0.036421911421911424,0.0,Edna
15.413752913752916,2.958369755244755,0.04006410256410256,0.0,0.02458479020979021,0.0,Edna
5.2065122377622375,3.2884433275058274,2.018229166666667,0.04006410256410256,0.3287077505827506,0.0,Edna
11.441943473193474,0.0,0.0,0.07830710955710957,0.07011217948717949,9.105477855477855E-4,Edna
8.787241404428904,1.3148310023310024,0.022308420745920748,0.001821095571095571,0.006829108391608392,0.0,Edna
5.359484265734266,8.61833479020979,0.014568764568764568,0.0,0.0,0.0,Edna
3.594283276450512,0.0,0.6265998293515359,0.2679714163822526,0.0,0.0,Edna
4.556381118881119,1.8019740675990676,2.280011655011655,0.03460081585081585,0.1015260780885781,9.105477855477855E-4,Edna
3.342620920745921,2.679286858974359,0.00500801282051282,0.0,0.0,0.0,Edna
20.81421182983683,0.0,0.157069493006993,0.0,0.24857954545454544,0.0,Edna
18.20822406759907,5.129115675990676,0.07284382284382285,0.06009615384615385,0.003642191142191142,0.0,Edna
13.883122086247084,4.308256847319347,0.09014423076923077,0.0,0.0,0.0,Edna
9.704618298368297,5.701850233100233,2.363782051282051,0.23036858974358976,0.00819493006993007,0.0,Edna
14.040646853146853,4.529064685314686,1.8402170745920745,0.08012820512820512,0.021853146853146852,0.0,Edna
8.084298513986015,3.8789335664335662,0.17482517482517482,0.18711756993006992,0.006829108391608392,9.105477855477855E-4,Edna
4.4493917540792545,1.9981971153846152,2.263166520979021,0.023218968531468532,0.18666229603729603,0.0,Edna
11.088650932400933,7.217912296037296,1.5615894522144522,0.2012310606060606,0.010926573426573426,0.0,Edna
10.310697115384615,0.0,0.0,0.0,0.0,0.0,Edna
5.711866258741258,5.2511290792540795,0.003642191142191142,0.0,9.105477855477855E-4,0.0,Edna
5.329436188811189,5.0640115093240095,0.056453962703962704,0.0,0.002276369463869464,0.0,Edna
18.646197552447553,4.5527389277389275E-4,0.0,0.0027316433566433565,0.021853146853146852,0.0,Edna
8.790428321678322,2.198517628205128,0.030958624708624708,4.5527389277389275E-4,0.007739656177156177,0.0,Edna
5.2552265442890445,8.448517628205128,0.022308420745920748,0.0,0.0,0.0,Edna
29.61829836829837,3.2870775058275057,0.009105477855477856,0.9487907925407926,0.006373834498834498,0.0,Edna
5.541593822843823,6.639714452214453,3.1295527389277393,0.017300407925407924,9.105477855477855E-4,0.0,Edna
4.778554778554779,6.3984192890442895,7.970024766899766,9.105477855477855E-4,9.105477855477855E-4,0.0,Edna
9.953197843822844,0.005463286713286713,0.011837121212121212,0.0,0.07830710955710957,0.0,Edna
10.810933857808857,7.223375582750583,1.5615894522144522,0.2003205128205128,0.010926573426573426,0.0,Edna
1.509765625,0.0,0.0,0.0,0.0,0.0,Edna
10.825502622377622,7.223375582750583,1.5597683566433567,0.2003205128205128,0.011837121212121212,0.0,Edna
19.95920745920746,3.2187864219114215,1.5215253496503496,0.0,0.003642191142191142,0.0,Edna
11.590818036130536,7.74466418997669,0.12975305944055945,0.0,0.0,0.09242060023310024,Edna
4.762164918414919,2.4639423076923075,0.8896051864801864,0.0,0.0,0.0,Edna
4.812245046620046,2.462121212121212,0.891426282051282,0.0,0.001821095571095571,0.0,Edna
16.1185168997669,1.5757029428904428,0.7348120629370629,0.0013658216783216783,0.0027316433566433565,0.0,Edna
3.753277972027972,1.7227564102564104,3.7277826340326343,0.0,0.001821095571095571,0.0,Edna
8.290082313519813,2.527225378787879,0.05736451048951049,0.0,9.105477855477855E-4,0.0,Edna
12.066579254079254,21.04913315850816,4.081985722610723,0.020942599067599068,0.001821095571095571,9.105477855477855E-4,Edna
11.532542977855478,6.8177265442890445,0.12201340326340328,4.5527389277389275E-4,0.0,0.07102272727272728,Edna
9.981737012987013,0.0,0.0,3.816964285714286,0.011160714285714286,0.0,Edna
19.621394230769234,2.4976325757575757,0.06373834498834499,0.018210955710955712,0.0,0.0,Edna
5.766043851981352,4.118407634032635,0.012292395104895106,0.0,0.00500801282051282,0.0,Edna
26.170964452214452,1.6289699883449884,4.502658799533799,0.04734848484848485,0.056453962703962704,0.0,Edna
6.951577068764568,9.105477855477855E-4,0.0027316433566433565,0.0628277972027972,0.030048076923076924,0.0,Edna
9.763120993589745,0.9990985576923076,5.860209668803419,0.4173344017094017,0.0717815170940171,0.0,Edna
4.564525462962963,6.417984825102881,6.949266975308642,0.0,0.0,0.0,Edna
2.6050013354700856,3.3895900106837606,8.931790865384617,0.1978165064102564,0.0,0.0,Edna
6.903971354166667,7.198242187499999,0.04752604166666667,1.5683593749999998,0.0,0.5452473958333333,Edna
1.8308460202991452,1.9130608974358976,0.0,0.00250400641025641,0.0,42.58605435363248,Edna
7.670188969017095,4.034371661324786,0.01210269764957265,0.005842681623931624,0.001252003205128205,0.00959869123931624,Edna
3.1087662337662336,4.104099025974025,3.4040178571428568,15.943587662337663,0.004058441558441558,0.0,Edna
1.782852564102564,5.242554754273504,0.2186832264957265,0.00250400641025641,0.004173344017094017,0.0,Edna
1.4581663995726495,6.463675213675215,3.6057692307692304,0.09431757478632478,0.0,0.0,Edna
9.619557959401709,11.588541666666668,3.6733774038461537,0.007512019230769231,0.0,0.0500801282051282,Edna
1.014957264957265,2.9626569177350426,0.10349893162393163,0.010850694444444444,0.0,0.0,Edna
2.0824986645299144,1.2474125267094018,0.0,0.001252003205128205,0.0,43.6611077724359,Edna
1.1743790064102564,8.514873798076923,0.00250400641025641,0.0,0.0,0.0,Edna
5.820963541666667,2.3528645833333335,2.2080078125,0.00390625,3.2552083333333337E-4,0.0,Edna
3.6640625000000004,2.798828125,4.384114583333333,0.0,0.0,0.0,Edna
1.3517461271367521,9.142544738247864,0.00250400641025641,0.0,0.0,0.0,Edna
14.926382211538462,0.043402777777777776,0.09723891559829059,0.0,4.1733440170940174E-4,0.0,Edna
4.848510304659498,0.004200268817204302,0.028001792114695338,0.007000448028673834,0.0,0.0,Edna
24.30419921875,0.0091552734375,0.6907145182291667,0.0030517578125,0.0,0.0,Edna
31.451416015625,5.489095052083334,0.48828125,0.0,0.13020833333333331,0.0,Edna
9.758504231770832,0.002034505208333333,2.685546875,0.0091552734375,0.014241536458333334,0.0,Edna
31.583658854166668,5.412801106770834,0.48828125,0.0,0.1220703125,0.0,Edna
7.679239908854167,0.0010172526041666665,3.3559163411458335,0.0244140625,0.004069010416666666,0.0,Edna
14.512602880658438,2.139596193415638,3.7977430555555554,0.0016075102880658437,0.0016075102880658437,0.0,Edna
22.186279296875,5.2032470703125,0.7120768229166667,0.042724609375,0.0010172526041666665,0.0,Edna
11.871337890625,0.005086263020833334,3.3854166666666665,0.08443196614583334,0.11800130208333333,0.0,Edna
31.549072265625,5.440266927083334,0.48828125,0.0,0.1251220703125,0.0,Edna
5.456229967948718,5.951188568376068,0.055922809829059825,1.9848424145299144,0.0,0.0,Edna
5.799278846153847,3.265679632867133,0.1953125,0.004097465034965035,0.05736451048951049,0.0,Edna
